id,česky,english,pronunciation
1321,dosažení,achieving,/əʧiːvɪŋ/
1322,alokovaný,allocated,/æləkeɪtɪd/
1323,jantar,amber,/æmbɜːr/
1324,tykadlo,antenna,/ənteɪnə/
1325,kdykoli,anytime,/eɪniːtaɪm/
1326,tázaný,asked,/æskt/
1327,odhadnutý,assessed,/əseɪst/
1328,asistovaný,assisted,/əsɪstɪd/
1329,zájem,behalf,/bɪhæf/
1330,bisexuál,bi,/baɪ/
1331,melancholie,blues,/bluːz/
1332,diftongizace,breaking,/breɪkɪŋ/
1333,klikání,clicking,/klɪkɪŋ/
1334,brukev,cole,/kəʊl/
1335,sloučený,consolidated,/kənsɑːlədeɪtəd/
1336,uvážlivý,contained,/kənteɪnd/
1337,vytvořený,created,/kriːeɪtəd/
1338,neskrývaný,declared,/dɪkleɪrd/
1339,ozdobný,decorative,/deɪkrətɪv/
1340,navržený,designed,/dɪzaɪnd/
1341,navrhování,designing,/dɪzaɪnɪŋ/
1342,zábava,entertainment,/ɛntɜːrteɪnmənt/
1343,večer,eve,/iːv/
1344,čelil,faced,/feɪst/
1345,založený,founded,/faʊndɪd/
1346,dát,give,/gɪv/
1347,lidi,guys,/gaɪz/
1348,ruční,handheld,/hændheɪld/
1349,tvrdé jádro,hardcore,/hɑːrdkɔːr/
1350,v čele,headed,/heɪdəd/
1351,snad,hopefully,/həʊpfəliː/
1352,porcelán,china,/ʧaɪnə/
1353,zahrnovat,include,/ɪnkluːd/
1354,zápočet,inclusion,/ɪnkluːʒən/
1355,zpočátku,initially,/ɪnɪʃəliː/
1356,pozvaný,invited,/ɪnvaɪtəd/
1357,samo,itself,/ɪtseɪlf/
1358,páčidlo,jimmy,/ʤɪmiː/
1359,spojený,joined,/ʤɔɪnd/
1360,rytíř,knight,/naɪt/
1361,laborka,lab,/læb/
1362,zákonodárný,legislative,/leɪʤəsleɪtɪv/
1363,hle,lo,/ləʊ/
1364,místně,locally,/ləʊkəliː/
1365,milovaný,loved,/lʌvd/
1366,plášť do deště,mac,/mæk/
1367,makro,macro,/mækrəʊ/
1368,rozvážný,measured,/meɪʒɜːrd/
1369,mikro,micro,/maɪkrəʊ/
1370,tisíciletí,millennium,/məleɪniːəm/
1371,zmeškaný,missed,/mɪst/
1372,nazvaný,named,/neɪmd/
1373,uzlina,node,/nəʊd/
1374,žádný,none,/nʌn/
1375,normálně,normally,/nɔːrməliː/
1376,proslulý,noted,/nəʊtəd/
1377,obsazený,occupied,/ɑːkjəpaɪd/
1378,zaměřený,oriented,/ɔːriːɛntəd/
1379,outsourcing,outsourcing,/aʊtsɔːrsɪŋ/
1380,pexeso,pairs,/peɪrz/
1381,punčochové kalhoty,pantyhose,/pæntiːhəʊz/
1382,lékárna,pharmacy,/fɑːrməsiː/
1383,vybraný,picked,/pɪkt/
1384,plánovaný,planned,/plænd/
1385,plazmový,plasma,/plæzmə/
1386,hraný,played,/pleɪd/
1387,vyráběný,produced,/prəduːst/
1388,nedovolený,prohibited,/prəʊhɪbətəd/
1389,rychle,rapidly,/ræpədliː/
1390,realistický,realistic,/riːəlɪstɪk/
1391,odmítnutý,refused,/rəfjuːzd/
1392,registrovaný,registered,/reɪʤɪstɜːrd/
1393,opakovaný,repeated,/rɪpiːtɪd/
1394,nahrazený,replaced,/riːpleɪst/
1395,příslušný,respective,/rɪspeɪktɪv/
1396,vrácený,returned,/rɪtɜːrnd/
1397,skórování,scoring,/skɔːrɪŋ/
1398,semestr,semester,/səmeɪstɜːr/
1399,obsloužený,served,/sɜːrvd/
1400,naloděný,shipped,/ʃɪpt/
1401,mluvený,spoken,/spəʊkən/
1402,stanovený,stated,/steɪtɪd/
1403,strukturovaný,structured,/strʌkʧɜːrd/
1404,překvapený,surprised,/sɜːrpraɪzd/
1405,skladba,syntax,/sɪntæks/
1406,cílený,targeted,/tɑːrgətɪd/
1407,námět,theme,/θiːm/
1408,terapeutický,therapeutic,/θɛrəpjuːtɪk/
1409,tepelný,thermal,/θɜːrməl/
1410,trojitý,triple,/trɪpəl/
1411,nahrávat,upload,/ʌpləʊd/
1412,zrakový,visual,/vɪʒəwəl/
1413,volený,voted,/vəʊtɪd/
1414,správce internetových stránek,webmaster,/weɪbmæstɜːr/
1415,zpracovaný,worked,/wɜːrkt/
1416,ty,ya,/jɑː/
1417,jo,yeah,/jæ/
1418,přijímaný,accepted,/əkseɪptɪd/
1419,soulad,accordance,/əkɔːrdəns/
1420,získaný,acquired,/əkwaɪɜːrd/
1421,advokacie,advocacy,/ædvəkəsiː/
1422,přičleněný,affiliated,/əfɪliːeɪtɪd/
1423,hotový,achieved,/əʧiːvd/
1424,aerolinie,airlines,/eɪrlaɪnz/
1425,amazonka,amazon,/æməzɑːn/
1426,zatčený,arrested,/ɜːreɪstɪd/
1427,předpokládaný,assumed,/əsuːmd/
1428,ve zkušebním provozu,beta,/beɪtə/
1429,nárokovaný,claimed,/kleɪmd/
1430,zhodnocený,evaluated,/ɪvæljuːeɪtəd/
1431,pěna,foam,/fəʊm/
1432,soustředěný,focused,/fəʊkəst/
1433,vyšší,higher,/haɪɜːr/
1434,zobrazovací,imaging,/ɪmɪʤɪŋ/
1435,včetně,inclusive,/ɪnkluːsɪv/
1436,vyvolaný,induced,/ɪnduːst/
1437,pozemky,lands,/lændz/
1438,omezený,limited,/lɪmətəd/
1439,dámské prádlo (luxusní),lingerie,/lɑːnʒɜːreɪ/
1440,máma,ma,/mɑː/
1441,nabídnutý,offered,/ɔːfɜːrd/
1442,farnost,parish,/pærɪʃ/
1443,vyčurat se,pee,/piː/
1444,provádějící,performing,/pɜːrfɔːrmɪŋ/
1445,připravený,prepared,/priːpeɪrd/
1446,připravování,preparing,/priːpeɪrɪŋ/
1447,odhalený,revealed,/rɪviːld/
1448,horský hřeben,ridge,/rɪʤ/
1449,statutární,statutory,/stæʧətɔːriː/
1450,stylový,stylish,/staɪlɪʃ/
1451,navrhovaný,suggested,/səʤeɪstɪd/
1452,podporovaný,supported,/səpɔːrtɪd/
1453,domnělý,supposed,/səpəʊzd/
1454,šablona,template,/teɪmplət/
1455,kozy (prsa,tits,/tɪts/
1456,kdykoli,whenever,/wɛneɪvɜːr/
1457,přístupnost,accessibility,/æksɛsəbɪlɪtiː/
1458,odpovídajícím způsobem,accordingly,/əkɔːrdɪŋliː/
1459,o,against,/əgeɪnst/
1460,dohodnutý,agreed,/əgriːd/
1461,schválený,approved,/əpruːvd/
1462,pohupovat se,bob,/bɑːb/
1463,věrný,committed,/kəmɪtɪd/
1464,způsobilost,eligibility,/ɛlɪʤəbɪlɪtiː/
1465,doprovod,escort,/ɛskɔːrt/
1466,začleněný,incorporated,/ɪnkɔːrpɜːreɪtɪd/
1467,informovat,inform,/ɪnfɔːrm/
1468,číselná matice,matrix,/meɪtrɪks/
1469,minimum,minimum,/mɪnəməm/
1470,zachycený,noticed,/nəʊtəst/
1471,opatrující,nursing,/nɜːrsɪŋ/
1472,pozorovaný,observed,/əbzɜːrvd/
1473,vzdorující,opposed,/əpəʊzd/
1474,přes noc,overnight,/əʊvɜːrnaɪt/
1475,poměr čeho k čemu,ratio,/reɪʃiːəʊ/
1476,dosažený,reached,/riːʧt/
1477,nábor,recruitment,/rəkruːtmənt/
1478,řečený,said,/seɪd/
1479,váhy,scales,/skeɪlz/
1480,oddělený,separated,/seɪpɜːreɪtɪd/
1481,nerezový,stainless,/steɪnləs/
1482,tribun lidu,tribune,/trɪbjuːn/
1483,káď,tub,/tʌb/
1484,nedostupný,unavailable,/ənəveɪləbəl/
1485,sledovaný,watched,/wɑːʧt/
1486,zatímco,whilst,/waɪlst/
1487,řítit se,zoom,/zuːm/
1488,dovolený,allowed,/əlaʊd/
1489,oznámený,announced,/ənaʊnst/
1490,hodící se,applicable,/æpləkəbəl/
1491,nazývaný,called,/kɔːld/
1492,poměrný,comparative,/kəmpeɪrətɪv/
1493,klíčový,crucial,/kruːʃəl/
1494,létající,flying,/flaɪɪŋ/
1495,proměnlivý,changing,/ʧeɪnʤɪŋ/
1496,situovaný,located,/ləʊkeɪtəd/
1497,povinný,mandatory,/mændətɔːriː/
1498,způsob,mode,/məʊd/
1499,z,of,/ʌv/
1500,obnovení,renewal,/rɪnuːəl/
1501,přepracovaný,revised,/rɪvaɪzd/
1502,prodaný,sold,/səʊld/
1503,výdaje,spending,/speɪndɪŋ/
1504,opravdový,actual,/ækʧəwəl/
1505,vedený,conducted,/kəndʌktəd/
1506,uvážit,consider,/kənsɪdɜːrd/
1507,odpovídající,corresponding,/kɔːrəspɑːndɪŋ/
1508,navíc,furthermore,/fɜːrðɜːrmɔːr/
1509,čerstvě,newly,/nuːliː/
1510,nahý,nude,/nuːd/
1511,urážlivý,offensive,/əfeɪnsɪv/
1512,banda,bunch,/bʌnʧ/
1513,donutit,force,/fɔːrs/
1514,tryskání,jet,/ʤeɪt/
1515,prošetřovat,probe,/prəʊb/
1516,posvátný,sacred,/seɪkrəd/
1517,zákon,statute,/stæʧuːt/
1518,postižený,affected,/əfeɪktɪd/
1519,upozornění,alert,/əlɜːrt/
1520,keř,bush,/bʊʃ/
1521,homosexuál,gay,/geɪ/
1522,hlavní,prime,/praɪm/
1523,prut,rod,/rɑːd/
1524,pozastavení,suspension,/səspeɪnʃən/
1525,melodie,tune,/tuːn/
1526,tatínek,dad,/dæd/
1527,škola,school,/skuːl/
1528,syn,son,/sʌn/
1529,sport,sport,/spɔːrt/
1530,narozeniny,birthday,/bɜːrθdeɪ/
1531,jak,how,/haʊ/
1532,učitel,teacher,/tiːʧɜːr/
1533,snídaně,breakfast,/breɪkfəst/
1534,dlouho,long,/lɔːŋ/
1535,noviny,newspaper,/nuːzpeɪpɜːr/
1536,sestra,sister,/sɪstɜːr/
1537,hodina,hour,/aʊɜːr/
1538,rozhovor,conversation,/kɑːnvɜːrseɪʃən/
1539,firma,firm,/fɜːrm/
1540,oddělení,section,/seɪkʃən/
1541,nadání,talent,/tælənt/
1542,pochopit,understand,/əndɜːrstænd/
1543,svět,world,/wɜːrld/
1544,rodič,parent,/peɪrənt/
1545,znamenat,mean,/miːn/
1546,dívat se,look,/lʊk/
1547,příležitost,opportunity,/ɑːpɜːrtuːnətiː/
1548,partner,partner,/pɑːrtnɜːr/
1549,návštěvník,visitor,/vɪzɪtɜːr/
1550,dokonce,even,/iːvɪn/
1551,hotel,hotel,/həʊteɪl/
1552,sloužit,serve,/sɜːrv/
1553,libra,pound,/paʊnd/
1554,přestat,stop,/stɑːp/
1555,koupit,buy,/baɪ/
1556,košile,shirt,/ʃɜːrt/
1557,zítra,tomorrow,/təmɑːrəʊ/
1558,snažit se,try,/traɪ/
1559,nosit,wear,/weɪr/
1560,zvláštní,special,/speɪʃəl/
1561,univerzita,university,/juːnəvɜːrsətiː/
1562,vést,lead,/leɪd/
1563,běžet,run,/rʌn/
1564,tým,team,/tiːm/
1565,prodat co komu,sell,/seɪl/
1566,družstvo,cooperative,/kəʊɑːpɜːreɪtɪv/
1567,z,down,/daʊn/
1568,další,extra,/eɪkstrə/
1569,naděje na co,hope,/həʊp/
1570,lampa,lamp,/læmp/
1571,měsíc (kalendářní),month,/mʌnθ/
1572,pokoj,room,/ruːm/
1573,píseň,song,/sɔːŋ/
1574,pásek,tape,/teɪp/
1575,zeď,wall,/wɔːl/
1576,říkat,call,/kɔːl/
1577,střed,center,/seɪntɜːr/
1578,křížek,cross,/krɔːs/
1579,hluk,noise,/nɔɪz/
1580,otevřít,open,/əʊpən/
1581,červený,red,/reɪd/
1582,pamatovat si,remember,/rɪmeɪmbɜːr/
1583,týden,week,/wiːk/
1584,žlutý,yellow,/jeɪləʊ/
1585,sladký,sweet,/swiːt/
1586,letiště,airport,/eɪrpɔːrt/
1587,fotografie,photograph,/fəʊtəgræf/
1588,poslat,send,/seɪnd/
1589,území,territory,/teɪrɪtɔːriː/
1590,smutný,sad,/sæd/
1591,restaurace,restaurant,/reɪstɜːrɑːnt/
1592,přeložit,translate,/trənzleɪt/
1593,víkend,weekend,/wiːkɛnd/
1594,marmeláda,jam,/ʤæm/
1595,místní,local,/ləʊkəl/
1596,papír,paper,/peɪpɜːr/
1597,nakupující,shopper,/ʃɑːpɜːr/
1598,konzerva,tin,/tɪn/
1599,zpět,back,/bæk/
1600,řídit,drive,/draɪv/
1601,služba,service,/sɜːrvəs/
1602,válka,war,/wɔːr/
1603,výjimka,exception,/ɪkseɪpʃən/
1604,technologie,technology,/tɛknɑːləʤiː/
1605,řezat,cut,/kʌt/
1606,moucha,fly,/flaɪ/
1607,těžký,heavy,/heɪviː/
1608,mapa,map,/mæp/
1609,okamžik,moment,/məʊmənt/
1610,řeka,river,/rɪvɜːr/
1611,roční období,season,/siːzən/
1612,léto,summer,/sʌmɜːr/
1613,turista,tourist,/tʊrəst/
1614,dřevo,wood,/wʊd/
1615,krýt,cover,/kʌvɜːr/
1616,tlustý,thick,/θɪk/
1617,nedostatek,lack,/læk/
1618,linka,line,/laɪn/
1619,zpívat,sing,/sɪŋ/
1620,strom,tree,/triː/
1621,vesnice,village,/vɪləʤ/
1622,nezaměstnanost,unemployment,/ənɪmplɔɪmənt/
1623,návrhář,designer,/dɪzaɪnɜːr/
1624,skutečný,real,/riːl/
1625,pravidelný,regular,/reɪgjəlɜːr/
1626,úspěch,success,/səkseɪs/
1627,překvapit,surprise,/sɜːrpraɪz/
1628,rozbít,break,/breɪk/
1629,kreslit,draw,/drɔː/
1630,matematika,math,/mæθ/
1631,matematika,mathematics,/mæθəmætɪks/
1632,les,forest,/fɔːrəst/
1633,okolní,surrounding,/sɜːraʊndɪŋ/
1634,ustoupit,yield,/jiːld/
1635,sto,hundred,/hʌndrəd/
1636,moře,sea,/siː/
1637,říci,tell,/teɪl/
1638,zahájit,mount,/maʊnt/
1639,zemědělství,agriculture,/ægrɪkəlʧɜːr/
1640,ostrov,island,/aɪlənd/
1641,prázdniny,vacation,/veɪkeɪʃən/
1642,pásmo,zone,/zəʊn/
1643,zemědělský,agricultural,/ægrəkʌlʧɜːrəl/
1644,ukázat,show,/ʃəʊ/
1645,odborník,specialist,/speɪʃələst/
1646,soutěž,competition,/kɑːmpətɪʃən/
1647,velká organizace,corporation,/kɔːrpɜːreɪʃən/
1648,ekonomie,economy,/ɪkɑːnəmiː/
1649,výrobce,manufacturer,/mænjəfækʧɜːrɜːr/
1650,rostlina,plant,/plænt/
1651,lev,lion,/laɪən/
1652,oblast,region,/riːʤən/
1653,vrátit,return,/rɪtɜːrn/
1654,rozprostřít,spread,/spreɪd/
1655,návrh,suggestion,/səʤeɪsʧən/
1656,původní,original,/ɜːrɪʤənəl/
1657,majetek,property,/prɑːpɜːrtiː/
1658,sloučit,combine,/kɑːmbaɪn/
1659,zvýšení,rise,/raɪz/
1660,separát,separate,/seɪpɜːreɪt/
1661,čtenář,reader,/riːdɜːr/
1662,až (do),till,/tɪl/
1663,pošta,mail,/meɪl/
1664,hřbitov,cemetery,/seɪmətɛriː/
1665,miliarda,billion,/bɪljən/
1666,průzkum,exploration,/ɛksplɜːreɪʃən/
1667,měsíc,moon,/muːn/
1668,film,movie,/muːviː/
1669,pořadač,file,/faɪl/
1670,dopředu,forward,/fɔːrwɜːrd/
1671,položka,item,/aɪtəm/
1672,odkaz na koho/co,reference,/reɪfɜːrəns/
1673,odesílatel,sender,/seɪndɜːr/
1674,svetr,jersey,/ʤɜːrziː/
1675,nést,bear,/beɪr/
1676,pán,master,/mæstɜːr/
1677,mistrovství,championship,/ʧæmpiːənʃɪp/
1678,sníh,snow,/snəʊ/
1679,nula,zero,/zɪrəʊ/
1680,oceán,ocean,/əʊʃən/
1681,svatý,saint,/seɪnt/
1682,norma,standard,/stændɜːrd/
1683,úspěch,achievement,/əʧiːvmənt/
1684,skladatel,composer,/kəmpəʊzɜːr/
1685,zpěvák,singer,/sɪŋɜːr/
1686,mzda,wage,/weɪʤ/
1687,člun,boat,/bəʊt/
1688,nevěsta,bride,/braɪd/
1689,uvědomit si,realize,/riːəlaɪz/
1690,místo,spot,/spɑːt/
1691,společnost,society,/səsaɪətiː/
1692,systém,system,/sɪstəm/
1693,krajina,landscape,/lændskeɪp/
1694,úspora v čem,saving,/seɪvɪŋ/
1695,urovnání,settlement,/seɪtəlmənt/
1696,celek,total,/təʊtəl/
1697,zvíře,animal,/ænəməl/
1698,sázka,bet,/beɪt/
1699,kaňon,canyon,/kænjən/
1700,pomalý,slow,/sləʊ/
1701,stezka,trail,/treɪl/
1702,přátelství,friendship,/freɪndʃɪp/
1703,nezbytný,essential,/ɛseɪnʃəl/
1704,situace,situation,/sɪʧuːeɪʃən/
1705,teorie,theory,/θɪriː/
1706,námět,topic,/tɑːpɪk/
1707,biskup,bishop,/bɪʃəp/
1708,ocel,steel,/stiːl/
1709,přepych,luxury,/lʌgʒɜːriː/
1710,výsledek,result,/rɪzʌlt/
1711,léčba,treatment,/triːtmənt/
1712,táhnout,pull,/pʊl/
1713,dobrodružství,adventure,/ədveɪnʧɜːr/
1714,pomoc,aid,/eɪd/
1715,alkohol,alcohol,/ælkəhɑːl/
1716,spojenectví,alliance,/əlaɪəns/
1717,právník,lawyer,/lɔːjɜːr/
1718,kritika,criticism,/krɪtɪsɪzəm/
1719,biografie,biography,/baɪɑːgrəfiː/
1720,četnost,frequency,/friːkwənsiː/
1721,množství,quantity,/kwɑːntətiː/
1722,týkat se,relate,/rɪleɪt/
1723,řada,sequence,/siːkwəns/
1724,tvrzení,thesis,/θiːsəs/
1725,shrnutí,summary,/sʌmɜːriː/
1726,chirurgický zákrok,surgery,/sɜːrʤɜːriː/
1727,pec,oven,/ʌvən/
1728,trenér,trainer,/treɪnɜːr/
1729,ocas,tail,/teɪl/
1730,semeno,seed,/siːd/
1731,houpat,swing,/swɪŋ/
1732,bezpečí,safety,/seɪftiː/
1733,stín,shadow,/ʃædəʊ/
1734,točit,spin,/spɪn/
1735,klacek,stick,/stɪk/
1736,poklonit se,bow,/baʊ/
1737,zajistit co,ensure,/ɛnʃʊr/
1738,boží,divine,/dɪvaɪn/
1739,vitrína,showcase,/ʃəʊkeɪs/
1740,čtení,reading,/riːdɪŋ/
1741,maketa,model,/mɑːdəl/
1742,počítač,computer,/kəmpjuːtɜːr/
1743,teplý,warm,/wɔːrm/
1744,křídlo,wing,/wɪŋ/
1745,džínsovina,jean,/ʤiːn/
1746,televize,television,/teɪləvɪʒən/
1747,nic,nothing,/nʌθɪŋ/
1748,přednáška,lecture,/leɪkʧɜːr/
1749,přítel(kyně),friend,/freɪnd/
1750,filozofie,philosophy,/fəlɑːsəfiː/
1751,psychologie,psychology,/saɪkɑːləʤiː/
1752,celosvětový,worldwide,/wɜːrldwaɪd/
1753,oliva,olive,/ɑːləv/
1754,jedinečný,unique,/juːniːk/
1755,třešeň,cherry,/ʧeɪriː/
1756,bojovat,fight,/faɪt/
1757,pravda,truth,/truːθ/
1758,románek,romance,/rəʊmæns/
1759,bouřka,storm,/stɔːrm/
1760,báseň,poem,/pəʊəm/
1761,bezpečnost,security,/sɪkjʊrətiː/
1762,brožura,brochure,/brəʊʃʊr/
1763,text,text,/teɪkst/
1764,uživatel,user,/juːzɜːr/
1765,stavitel,builder,/bɪldɜːr/
1766,guma,rubber,/rʌbɜːr/
1767,mysl,mind,/maɪnd/
1768,oddělení,ward,/wɔːrd/
1769,odezva,response,/rɪspɑːns/
1770,diamant,diamond,/daɪmənd/
1771,voják,soldier,/səʊlʤɜːr/
1772,poskakovat,skip,/skɪp/
1773,odpovědnost,responsibility,/riːspɑːnsəbɪlətiː/
1774,surový,raw,/rɑː/
1775,doporučit,recommend,/rɛkəmeɪnd/
1776,spotřebitel,consumer,/kənsuːmɜːr/
1777,dovednost,skill,/skɪl/
1778,okolo,round,/raʊnd/
1779,rakovina,cancer,/kænsɜːr/
1780,vítěz,winner,/wɪnɜːr/
1781,knoflík,button,/bʌtən/
1782,hřebík,nail,/neɪl/
1783,majitel,owner,/əʊnɜːr/
1784,symbol,symbol,/sɪmbəl/
1785,životní styl,lifestyle,/laɪfstaɪl/
1786,kurz,course,/kɔːrs/
1787,varování,warning,/wɔːrnɪŋ/
1788,farmaceutický,pharmaceutical,/fɑːrməsuːtɪkəl/
1789,maloobchodní,retail,/riːteɪl/
1790,upravený,customized,/kʌstəmaɪzd/
1791,projekt,project,/prɑːʤɛkt/
1792,logo,logo,/ləʊgəʊ/
1793,dodavatel,supplier,/səplaɪɜːr/
1794,interakce,interaction,/ɪntɜːrækʃən/
1795,specifikace,specification,/spɛsɪfɪkeɪʃən/
1796,agenda,agenda,/əʤeɪndə/
1797,vymoženosti,amenities,/əmeɪnətiːz/
1798,celkový,overall,/əʊvɜːrɔːl/
1799,proměna,transformation,/trænsfɜːrmeɪʃən/
1800,strategie,strategy,/strætəʤiː/
1801,investor,investor,/ɪnveɪstɜːr/
1802,údaje,data,/deɪtə/
1803,doporučení,recommendation,/rɛkəməndeɪʃən/
1804,dovolení,permission,/pɜːrmɪʃən/
1805,zaměřit se,focus,/fəʊkəs/
1806,databáze,database,/deɪtəbeɪs/
1807,vnitřní,internal,/ɪntɜːrnəl/
1808,řešení,solution,/səluːʃən/
1809,konečný termín,deadline,/deɪdlaɪn/
1810,scénař,script,/skrɪpt/
1811,zástupce,agent,/eɪʤənt/
1812,předvést,demonstrate,/deɪmənstreɪt/
1813,nápor,strain,/streɪn/
1814,diagnostický,diagnostic,/daɪəgnɑːstɪk/
1815,kláda,log,/lɔːg/
1816,hodnocení,rating,/reɪtɪŋ/
1817,hranice,boundary,/baʊndɜːriː/
1818,prostory,premises,/preɪməsəz/
1819,modem,modem,/məʊdəm/
1820,izolovaný,isolated,/aɪsəleɪtəd/
1821,skladování,storage,/stɔːrəʤ/
1822,kazeta,cassette,/kəseɪt/
1823,tři,three,/θriː/
1824,sedm,seven,/seɪvən/
1825,deset,ten,/teɪn/
1826,panenka,doll,/dɑːl/
1827,špatný,wrong,/rɔːŋ/
1828,pavouk,spider,/spaɪdɜːr/
1829,tygr,tiger,/taɪgɜːr/
1830,tisíc,thousand,/θaʊzənd/
1831,silný,strong,/strɔːŋ/
1832,tvoření,making,/meɪkɪŋ/
1833,plánování,planning,/plænɪŋ/
1834,tunel,tunnel,/tʌnəl/
1835,jasný,bright,/braɪt/
1836,visačka,tag,/tæg/
1837,průzkumník,explorer,/ɪksplɔːrɜːr/
1838,koordinátor,coordinator,/kəʊɔːrdəneɪtɜːr/
1839,poslání,mission,/mɪʃən/
1840,vzpomínat,recall,/riːkɔːl/
1841,propojení,combination,/kɑːmbəneɪʃən/
1842,poloha,location,/ləʊkeɪʃən/
1843,zasedání,session,/seɪʃən/
1844,stánkový prodavač,vendor,/veɪndɜːr/
1845,kategorie,category,/kætəgɔːriː/
1846,určitý,specific,/spəsɪfɪk/
1847,heslo,password,/pæswɜːrd/
1848,příjemce,recipient,/rəsɪpiːənt/
1849,úloha,task,/tæsk/
1850,zotavení,recovery,/rɪkʌvriː/
1851,server,server,/sɜːrvɜːr/
1852,moci,can,/kæn/
1853,záznamník,recorder,/rɪkɔːrdɜːr/
1854,porazit koho,beat,/biːt/
1855,zemědělec,farmer,/fɑːrmɜːr/
1856,finanční,financial,/fənænʃəl/
1857,vyznání,religion,/rɪlɪʤən/
1858,soud,trial,/traɪəl/
1859,závody,racing,/reɪsɪŋ/
1860,zaměstnanec,employee,/ɛmplɔɪiː/
1861,důkaz,proof,/pruːf/
1862,bronz,bronze,/brɑːnz/
1863,specializovaný,specialized,/speɪʃəlaɪzd/
1864,oslava,celebration,/sɛləbreɪʃən/
1865,sčítání lidu,census,/seɪnsəs/
1866,komentář,commentary,/kɑːməntɛriː/
1867,tvůrce,creator,/kriːeɪtɜːr/
1868,desetiletí,decade,/dɛkeɪd/
1869,album,album,/ælbəm/
1870,úzkost,anxiety,/əŋzaɪətiː/
1871,dědictví,heritage,/heɪrətəʤ/
1872,yard,yard,/jɑːrd/
1873,naložit,load,/ləʊd/
1874,plíce,lung,/lʌŋ/
1875,námořnictvo,navy,/neɪviː/
1876,zbraň,weapon,/weɪpən/
1877,procento,percentage,/pɜːrseɪntəʤ/
1878,fotograf,photographer,/fətɑːgrəfɜːr/
1879,snížení,reduction,/rədʌkʃən/
1880,udržet (si),retain,/rɪteɪn/
1881,oloupit,rob,/rɑːb/
1882,používání,usage,/juːsəʤ/
1883,rychlost,velocity,/vəlɑːsətiː/
1884,veterán,veteran,/veɪtɜːrən/
1885,plat,salary,/sælɜːriː/
1886,stipendium,scholarship,/skɑːlɜːrʃɪp/
1887,výběr,selection,/səleɪkʃən/
1888,prodávající,seller,/seɪlɜːr/
1889,list,sheet,/ʃiːt/
1890,zvuk,sound,/saʊnd/
1891,specialita,specialty,/speɪʃəltiː/
1892,přičlenit,affiliate,/əfɪliːeɪt/
1893,seznam použité literatury,bibliography,/bɪbliːɑːgrəfiː/
1894,mýtné,toll,/təʊl/
1895,vidění,vision,/vɪʒən/
1896,verze,version,/vɜːrʒən/
1897,kyselina,acid,/æsəd/
1898,dostatečný,sufficient,/səfɪʃənt/
1899,stadion,stadium,/steɪdiːəm/
1900,nádrž,tank,/tæŋk/
1901,jednota,unity,/juːnətiː/
1902,akcie,stock,/stɑːk/
1903,společenství,community,/kəmjuːnətiː/
1904,vitězství,victory,/vɪktɜːriː/
1905,znepokojení,alarm,/əlɑːrm/
1906,průměr,diameter,/daɪæmətɜːr/
1907,prodejna potravin,grocery,/grəʊsɜːriː/
1908,nemoc,illness,/ɪlnəs/
1909,liberální,liberal,/lɪbɜːrəl/
1910,oznámit,notify,/nəʊtəfaɪ/
1911,bílkovina,protein,/prəʊtiːn/
1912,hedvábí,silk,/sɪlk/
1913,kůže,skin,/skɪn/
1914,upřesnit,specify,/speɪsəfaɪ/
1915,policejní oddělení,squad,/skwɑːd/
1916,turnaj,tournament,/tʊrnəmənt/
1917,přilehlý,adjacent,/əʤeɪsənt/
1918,segment,segment,/seɪgmənt/
1919,výhoda,advantage,/ədvæntɪʤ/
1920,eso,ace,/eɪs/
1921,naléhavý,acute,/əkjuːt/
1922,úprava,adjustment,/əʤʌstmənt/
1923,správce,administrator,/ədmɪnəstreɪtɜːr/
1924,dospělá osoba,adult,/ədʌlt/
1925,zadavatel reklamy,advertiser,/ædvɜːrtaɪzɜːr/
1926,odpoledne,afternoon,/æftɜːrnuːn/
1927,algoritmus,algorithm,/ælgɜːrɪðəm/
1928,cizinec,alien,/eɪliːən/
1929,příděl,allocation,/æləkeɪʃən/
1930,zesilovač,amp,/æmp/
1931,anděl,angel,/eɪnʤəl/
1932,připojování poznámek,annotation,/ænəteɪʃən/
1933,oznámení,announcement,/ənaʊnsmənt/
1934,schvalovat,approve,/əpruːv/
1935,hvězdářství,astronomy,/əstrɑːnəmiː/
1936,trdlo,boob,/buːb/
1937,rezervování,booking,/bʊkɪŋ/
1938,zadek,butt,/bʌt/
1939,velbloud,camel,/kæməl/
1940,náklad,cargo,/kɑːrgəʊ/
1941,cedr,cedar,/siːdɜːr/
1942,potvrzení,certification,/sɜːrtəfəkeɪʃən/
1943,koalice,coalition,/kəʊəlɪʃən/
1944,studený,cold,/kəʊld/
1945,obměna,variation,/vɛriːeɪʃən/
1946,přes,across,/əkrɔːs/
1947,složitost,complexity,/kəmpleɪksətiː/
1948,spojka,connector,/kəneɪktɜːr/
1949,prvek,element,/eɪləmənt/
1950,filtrovat,filter,/fɪltɜːr/
1951,konvertor,converter,/kənvɜːrtɜːr/
1952,koordinace,coordination,/kəʊɔːrdəneɪʃən/
1953,úvěr,credit,/kreɪdət/
1954,krystal,crystal,/krɪstəl/
1955,upravit dle potřeb,customize,/kʌstəmaɪz/
1956,dol,dale,/deɪl/
1957,obžalovaný,defendant,/dɪfeɪndənt/
1958,opilý,drunk,/drʌŋk/
